tconst	parentTconst	seasonNumber	episodeNumber
tt5406232	tt0283794	1	3443
tt5410138	tt0283794	1	5374
tt5414308	tt0283794	1	7430
tt5415082	tt0283794	1	7811
tt5418810	tt0094481	1	6972
tt5419678	tt3067206	6	6
tt5422766	tt0057741	1	1690
tt5473724	tt2794380	4	5
tt5481434	tt0070973	1	123
tt5493004	tt5303602	1	1
tt5517324	tt0479846	1	2407
tt5522664	tt0048860	1	2258
tt5536494	tt5522010	1	4
tt5539220	tt4762000	1	24
tt5543302	tt5240222	1	11
tt5544200	tt0069658	1	10844
tt5549578	tt5145452	1	25
tt5557634	tt0486172	3	8
tt5585430	tt2548200	4	9
tt5597264	tt0056752	1	2128
tt5613358	tt0083441	\N	\N
tt5618152	tt2819924	4	1
tt5694936	tt3530946	1	28
tt5703808	tt0315657	4	10
tt5716696	tt5696832	1	1
tt5722562	tt3608508	\N	\N
tt5722690	tt3230032	\N	\N
tt5729890	tt3629484	1	6
tt5735852	tt0055714	\N	\N
tt5757752	tt5750358	3	35
tt5802636	tt0421288	2	44
tt5838606	tt3511852	1	152
tt5863000	tt3776548	\N	\N
tt5863136	tt0197164	1	294
tt5897258	tt0465862	1	3
tt5898258	tt3763544	1	4
tt5902914	tt0069658	1	4119
tt5909586	tt1637574	6	119
tt5919068	tt5903894	1	2
tt5937006	tt0167515	\N	\N
tt5946376	tt4649174	2	98
tt5956322	tt3845452	3	8
tt5988354	tt5378696	\N	\N
tt5989672	tt0835962	1	2499
tt6003808	tt5976768	1	2
tt6008456	tt5690230	1	16
tt6032788	tt6027172	1	4
tt6043968	tt5299008	2	3
tt6065682	tt4151188	\N	\N
tt6066984	tt5588538	1	1
tt6069606	tt4151188	\N	\N
tt6102266	tt5957140	\N	\N
tt6107436	tt0993412	1	3
tt6122928	tt0298674	\N	\N
tt6126754	tt0381731	6	16
tt6131670	tt5738256	1	10
tt6141906	tt5359400	\N	\N
tt6200568	tt0949791	7	15
tt6230626	tt6202104	1	8
tt6234150	tt0970821	\N	\N
tt6241626	tt2114006	\N	\N
tt6251922	tt0056758	1	438
tt6254702	tt6174252	1	2
tt6255884	tt4979824	\N	\N
tt6282418	tt3444938	4	62
tt6285866	tt5989884	\N	\N
tt6294070	tt0329824	15	71
tt6298888	tt0108977	1	690
tt6308040	tt6296212	1	655
tt6311716	tt6300838	1	5
tt6313072	tt0298674	\N	\N
tt6321384	tt0367305	1	67
tt6336778	tt9148446	4	17
tt6348688	tt3288718	1	2
tt6366950	tt0764959	12	27
tt6376170	tt2446208	\N	\N
tt6381164	tt5015420	2	28
tt6383858	tt5973860	4	4
tt6386690	tt0103434	1	6161
tt6387704	tt3170940	4	164
tt6394170	tt5462364	1	3
tt6415282	tt6234398	1	13
tt6427728	tt0396351	1	17
tt6428042	tt6153266	1	6
tt6463158	tt5989884	\N	\N
tt6471500	tt6061336	\N	\N
tt6476536	tt0231025	1	3
tt6484632	tt6273202	1	7
tt6489904	tt4786044	2	3
tt6507358	tt6071788	2	7
tt6508280	tt5303010	1	124
tt6527100	tt6520874	\N	\N
tt6532450	tt0363327	1	8
tt6537254	tt1799244	\N	\N
tt6547666	tt6061336	\N	\N
tt6554052	tt6473028	\N	\N
tt6584856	tt2342877	5	16
tt6586868	tt0271284	1	23
tt6590124	tt6326162	1	36
tt6602384	tt6593922	1	5
tt6612444	tt6602070	1	5
tt6612834	tt6609270	1	2
tt6617722	tt0363327	1	31
tt6635454	tt0108977	1	3192
tt6636682	tt6482500	1	13
tt6637310	tt4448234	1	22
tt6656254	tt0479846	1	316
tt6665674	tt4508624	2	3
tt6670752	tt6141742	1	148
tt6699824	tt2169144	3	7
tt6713080	tt0299419	1	10
tt6722752	tt0218754	1	28
tt6735636	tt5397520	2	8
tt6736682	tt2952394	2	1
tt6755694	tt0429434	22	2
tt6788326	tt4267270	\N	\N
tt6791378	tt0853076	1	17
tt6794206	tt0170980	12	113
tt6818658	tt6793058	1	35
tt6825416	tt6716062	1	1
tt6831646	tt5982146	\N	\N
tt6840238	tt4771108	4	25
tt6859372	tt1084172	\N	\N
tt6865332	tt6861954	1	15
tt6867314	tt0382449	\N	\N
tt6899508	tt5154982	1	18
tt6917182	tt6757652	6	2
tt6918454	tt4125234	10	4
tt6934308	tt6908172	1	2
tt6935618	tt6921406	1	37
tt6939894	tt5040622	\N	\N
tt6952350	tt0159881	33	186
tt6971332	tt0103434	1	5175
tt6984016	tt6131418	2	2
tt6989682	tt6958732	1	6
tt7004568	tt0300803	\N	\N
tt7047054	tt0184090	\N	\N
tt7060210	tt0197135	1	237
tt7064196	tt1262810	1	98
tt7068084	tt5033322	1	3
tt7073838	tt3691530	1	99
tt7106826	tt6209766	6	5
tt7109398	tt5080582	\N	\N
tt7123900	tt0364183	2	31
tt7153494	tt0055708	\N	\N
tt7175300	tt6491434	1	103
tt7194144	tt6444736	1	36
tt7194200	tt6444736	1	61
tt7223644	tt1725903	8	2
tt7231826	tt0365996	\N	\N
tt7233886	tt6846190	\N	\N
tt7238196	tt3975768	\N	\N
tt7240092	tt0179052	4	5
tt7242842	tt6526530	1	96
tt7250322	tt7232410	1	13
tt7271884	tt6075596	1	101
tt7273936	tt0219447	4	18
tt7275002	tt6135682	1	9
tt7280520	tt0147776	1	126
tt7285852	tt6095064	1	36
tt7318008	tt0300748	1	80
tt7320608	tt6466932	13	45
tt7329090	tt0370166	\N	\N
tt7379548	tt1709194	1	15
tt7382214	tt0337742	1	198
tt7385060	tt7375030	1	1
tt7424368	tt4775414	5	15
tt7432722	tt0928097	1	117
tt7434840	tt7370510	1	2
tt7443172	tt0369166	1	133
tt7446782	tt3627416	9	1
tt7463042	tt2103372	1	120
tt7474056	tt0480086	1	19
tt7474836	tt0414736	1	122
tt7484078	tt3713692	\N	\N
tt7499050	tt7407336	3	18
tt7511616	tt0215425	1	110
tt7511902	tt0256271	1	60
tt7515632	tt0224919	1	155
tt7516066	tt0475916	1	56
tt7523942	tt0224919	1	195
tt7524240	tt7516996	\N	\N
tt7526146	tt6909952	7	18
tt7531682	tt7314888	1	19
tt7561700	tt7546528	2	2
tt7587386	tt7557512	\N	\N
tt7599770	tt0391683	1	102
tt7604072	tt5139360	\N	\N
tt7628270	tt4979824	\N	\N
tt7635754	tt0341193	\N	\N
tt7643652	tt6621924	\N	\N
tt7646816	tt0056752	1	3076
tt7647924	tt7410298	1	130
tt7649778	tt0887237	\N	\N
tt7663354	tt7647514	\N	\N
tt7669922	tt4196822	2	11
tt7725344	tt7710426	1	1
tt7726836	tt3376556	1	69
tt7729658	tt0298643	8	21
tt7731270	tt0149546	12	11
tt7746244	tt7065814	\N	\N
tt7759078	tt0244332	11	16
tt7772180	tt7670194	2	46
tt7785138	tt0217211	22	62
tt7816728	tt4078708	1	20
tt7837418	tt3963904	2	39
tt7849070	tt2324525	3	91
tt7862828	tt2746404	1	4
tt7888754	tt0386939	1	91
tt7890036	tt0167735	\N	\N
tt7893136	tt7818366	1	16
tt7903030	tt0397781	1	94
tt7919612	tt7784694	1	20
tt7930448	tt5348042	3	4
tt7952308	tt0211767	1	187
tt7962360	tt7959954	1	5
tt7971250	tt2910420	6	61
tt7975914	tt4885040	2	12
tt7976386	tt6283838	1	313
tt7987154	tt0398457	1	128
tt8036720	tt3831928	6	3
tt8058390	tt0494626	1	59
tt8062882	tt0404641	1	95
tt8075500	tt0464869	1	8
tt8086880	tt0283743	1	111
tt8088440	tt0491733	1	20
tt8092412	tt6610786	5	18
tt8100452	tt0495923	1	44
tt8107892	tt0229907	\N	\N
tt8108842	tt0241111	1	108
tt8118856	tt0161143	1	9
tt8125754	tt0069629	22	44
tt8143206	tt0215456	1	114
tt8146176	tt8146036	4	6
tt8154238	tt0398459	1	49
tt8162046	tt8101930	1	124
tt8164376	tt6864338	\N	\N
tt8165608	tt8160020	1	12
tt8183882	tt3004376	4	128
tt8184410	tt6061278	\N	\N
tt8191522	tt2180245	1	5
tt8198942	tt8134722	1	24
tt8208850	tt0459151	1	288
tt8213426	tt1499588	1	78
tt8222406	tt7304284	1	25
tt8232164	tt8125110	1	16
tt8234000	tt1667724	1	91
tt8266876	tt8169444	\N	\N
tt8275752	tt1754850	2	1
tt8276928	tt8267618	1	8
tt8283582	tt0156227	1	30
tt8309194	tt8154598	1	26
tt8314290	tt0209596	1	9
tt8329008	tt0202756	1	15
tt8352510	tt0138218	1	35
tt8384432	tt0224931	1	71
tt8387200	tt5189940	8	23
tt8393020	tt0483968	3	153
tt8393814	tt0209577	1	10
tt8396410	tt3491036	1	6
tt8398120	tt3234226	1	132
tt8406562	tt8405804	3	11
tt8423348	tt8269498	16	28
tt8429706	tt7948132	1	1
tt8453378	tt1266462	2	14
tt8455560	tt0138241	1	95
tt8480702	tt7989888	\N	\N
tt8480740	tt7892026	1	21
tt8493854	tt0096636	30	196
tt8496826	tt8495002	1	41
tt8505970	tt6053538	1	13
tt8526388	tt3921842	1	83
tt8558870	tt1381012	1	62
tt8560934	tt0170980	5	75
tt8563030	tt0209672	1	125
tt8575728	tt4083422	1	811
tt8583226	tt1321713	1	215
tt8596258	tt0264312	1	146
tt8617370	tt7201258	1	83
tt8627624	tt8483276	6	153
tt8655454	tt0209777	1	58
tt8661292	tt8347674	1	20
tt8671460	tt0399989	1	1214
tt8680118	tt1815212	2	45
tt8693806	tt0332917	2	66
tt8715252	tt2810310	\N	\N
tt8731270	tt1271991	\N	\N
tt8737340	tt1174639	\N	\N
tt8741734	tt8731762	1	1
tt8775868	tt8304664	\N	\N
tt8776418	tt0233114	1	45
tt8782960	tt6574360	3	1
tt8789530	tt5287942	14	17
tt8791172	tt0236897	1	60
tt8813404	tt0209803	1	57
tt8813422	tt0209658	1	46
tt8823180	tt0297351	1	154
tt8823754	tt0224993	1	81
tt8857542	tt0224887	16	37
tt8873180	tt0406409	1	10
tt8876662	tt8876272	2	10
tt8878252	tt0209615	1	89
tt8887310	tt0300760	1	49
tt8892472	tt4406178	1	4
tt8915112	tt0379600	1	36
tt8950982	tt0478349	1	9
tt8954608	tt8948304	1	5
tt8960804	tt0209710	1	52
tt8964148	tt8806456	1	12
tt8965298	tt8813294	1	11
tt8972228	tt1949650	1	12
tt8973120	tt0222535	1	52
tt8982200	tt0118435	1	1528
tt8998054	tt5597084	10	20
tt8999736	tt0236427	14	1
tt9004728	tt1973695	10	8
tt9009998	tt0332877	3	111
tt9022332	tt0242234	1	211
tt9026920	tt1245395	2	37
tt9034128	tt7702876	1	50
tt9050522	tt9050410	1	10
tt9054490	tt9053348	1	7
tt9080178	tt3923034	1	117
tt9091328	tt0154062	3	43
tt9095494	tt9086270	1	1
tt9101314	tt0403752	1	28
tt9103538	tt9092522	1	5
tt9116590	tt5525758	1	28
tt9116686	tt0429468	1	25
tt9117524	tt0144724	19	45
tt9122010	tt0472212	2	2
tt9122436	tt4906522	1	80
tt9156418	tt10322964	\N	\N
tt9159912	tt7315916	2	12
tt9167384	tt1889606	1	58
tt9181320	tt7416834	1	132
tt9184494	tt0184090	\N	\N
tt9209444	tt9077350	1	20
tt9209514	tt8589816	3	6
tt9240550	tt2878412	1	36
tt9253636	tt9252568	3	1
tt9275716	tt9275626	\N	\N
tt9279520	tt0366086	1	14
tt9292042	tt9288246	1	5
tt9326622	tt0839217	1	27
tt9342136	tt7787466	1	12
tt9344820	tt8527938	1	8
tt9360254	tt0158427	3	12
tt9369806	tt2604124	8	6037
tt9374496	tt3914874	1	65
tt9402670	tt2070564	\N	\N
tt9412710	tt7124904	2	106
tt9419380	tt0289801	\N	\N
tt9428554	tt0222602	1	110
tt9432260	tt8056962	1	63
tt9451826	tt0815063	11	11
tt9452890	tt8336340	\N	\N
tt9454258	tt8387608	2	72
tt9457142	tt7667168	1	135
tt9457546	tt4477976	4	16
tt9457572	tt9451178	1	3
tt9459446	tt8765598	1	40
tt9470666	tt0198204	\N	\N
tt9472276	tt9471404	1	0
tt9484128	tt1445563	1	382
tt9487000	tt9447112	3	5
tt9491632	tt3424704	\N	\N
tt9497958	tt3591138	1	456
tt9506684	tt3425318	6	2
tt9515794	tt3901116	1	32
tt9529822	tt7124904	2	117
tt9540450	tt9322448	1	20
tt9554620	tt9458382	1	5
tt9604992	tt0040048	5	14
tt9613598	tt7006488	\N	\N
tt9619366	tt0063879	1	31
tt9620092	tt0820392	43	67
tt9622484	tt6216702	4	148
tt9629370	tt7263748	1	332
tt9633420	tt4036176	\N	\N
tt9637796	tt0289801	\N	\N
tt9644318	tt5805288	2	74
tt9655972	tt7762656	1	151
tt9660732	tt5619980	4	41
tt9666158	tt0807979	3	38
tt9666256	tt0807979	1	35
tt9715292	tt0498891	\N	\N
tt9715624	tt9715032	\N	\N
tt9716952	tt0498891	\N	\N
tt9738350	tt4696552	\N	\N
tt9743542	tt9098706	\N	\N
tt9757574	tt2282359	1	1258
tt9758424	tt3007640	10	1
tt9768578	tt2265000	1	701
tt9776232	tt6512096	2	21
tt9782262	tt0170968	11	44
tt9796264	tt7766104	2	2
tt9801116	tt8512990	1	308
tt9803398	tt5948914	6	23
tt9813282	tt2282359	1	673
tt9831048	tt3476414	1	372
tt9836540	tt7762818	1	48
tt9837390	tt4674760	3	2
tt9847426	tt0159881	35	121
tt9854186	tt7967862	3	19
tt9910216	tt9864912	1	3
